9	没有电话	快递放没有人知息化地方 也没有电话告知 快递太差
3	衣服褪色褪色褪色褪色	衣服褪色褪色褪色褪色
27	收到货很软 	收到货很软 适合现在的季节打底穿
30	老牌子 	七匹狼老牌子 作为内衣 这款内衣很满意 薄厚适中 再厚一分 运动受阻 行动不自在 再薄一分 冬季不保暖 内衣弹性合适 上身修身 但是不紧绷 完全符合人体线条 透气性很好 吸干 做工精致 客服推荐的尺码很合适 是标准码 上身很合适 做工更是没得说 亲们可以放心购买
30	作为内衣	七匹狼老牌子 作为内衣 这款内衣很满意 薄厚适中 再厚一分 运动受阻 行动不自在 再薄一分 冬季不保暖 内衣弹性合适 上身修身 但是不紧绷 完全符合人体线条 透气性很好 吸干 做工精致 客服推荐的尺码很合适 是标准码 上身很合适 做工更是没得说 亲们可以放心购买
30	内衣很满意	七匹狼老牌子 作为内衣 这款内衣很满意 薄厚适中 再厚一分 运动受阻 行动不自在 再薄一分 冬季不保暖 内衣弹性合适 上身修身 但是不紧绷 完全符合人体线条 透气性很好 吸干 做工精致 客服推荐的尺码很合适 是标准码 上身很合适 做工更是没得说 亲们可以放心购买
24	弹性合适	七匹狼老牌子 作为内衣 这款内衣很满意 薄厚适中 再厚一分 运动受阻 行动不自在 再薄一分 冬季不保暖 内衣弹性合适 上身修身 但是不紧绷 完全符合人体线条 透气性很好 吸干 做工精致 客服推荐的尺码很合适 是标准码 上身很合适 做工更是没得说 亲们可以放心购买
26	线条 	七匹狼老牌子 作为内衣 这款内衣很满意 薄厚适中 再厚一分 运动受阻 行动不自在 再薄一分 冬季不保暖 内衣弹性合适 上身修身 但是不紧绷 完全符合人体线条 透气性很好 吸干 做工精致 客服推荐的尺码很合适 是标准码 上身很合适 做工更是没得说 亲们可以放心购买
24	透气性很好	七匹狼老牌子 作为内衣 这款内衣很满意 薄厚适中 再厚一分 运动受阻 行动不自在 再薄一分 冬季不保暖 内衣弹性合适 上身修身 但是不紧绷 完全符合人体线条 透气性很好 吸干 做工精致 客服推荐的尺码很合适 是标准码 上身很合适 做工更是没得说 亲们可以放心购买
30	客服推荐	七匹狼老牌子 作为内衣 这款内衣很满意 薄厚适中 再厚一分 运动受阻 行动不自在 再薄一分 冬季不保暖 内衣弹性合适 上身修身 但是不紧绷 完全符合人体线条 透气性很好 吸干 做工精致 客服推荐的尺码很合适 是标准码 上身很合适 做工更是没得说 亲们可以放心购买
30	亲们放心	七匹狼老牌子 作为内衣 这款内衣很满意 薄厚适中 再厚一分 运动受阻 行动不自在 再薄一分 冬季不保暖 内衣弹性合适 上身修身 但是不紧绷 完全符合人体线条 透气性很好 吸干 做工精致 客服推荐的尺码很合适 是标准码 上身很合适 做工更是没得说 亲们可以放心购买
30	价格合适	好好好 真的很好 价格合适 不贵穿着舒服 做工也很好 ①看就是大牌子的
30	大牌子	好好好 真的很好 价格合适 不贵穿着舒服 做工也很好 ①看就是大牌子的
12	有点薄	还没穿 不知道保暖怎么样 有点薄了点
27	面料很好	穿着很舒服 有松紧 一点紧包的感觉都没有 面料也很好
24	带弹力	带弹力的 而且弹力很大 裤子没有照片的颜色深 发蓝的那个颜色 照片看着发灰 但是总体来说 还是非常好的 版型很好 穿着舒适
24	弹力很大	带弹力的 而且弹力很大 裤子没有照片的颜色深 发蓝的那个颜色 照片看着发灰 但是总体来说 还是非常好的 版型很好 穿着舒适
5	裤子没有	带弹力的 而且弹力很大 裤子没有照片的颜色深 发蓝的那个颜色 照片看着发灰 但是总体来说 还是非常好的 版型很好 穿着舒适
26	质量挺好	裤子质量挺好的 不会掉色弹性大小 修身显瘦非常合身面料材质 柔软舒服
26	掉色弹性	裤子质量挺好的 不会掉色弹性大小 修身显瘦非常合身面料材质 柔软舒服
27	合身面料	裤子质量挺好的 不会掉色弹性大小 修身显瘦非常合身面料材质 柔软舒服
13	走形一般	穿着挺暖和就是走形一般
30	这个包装很好 	这个包装很好 很贴心 暖暖爱啊
27	手感非常舒服	七匹狼大品牌 尺码大小刚刚好 材质手感非常舒服 在寒冷匹狼加厚加绒上衣 裤舒服 很舒适 好像在太阳下 非常的温暖 好品牌 值得推荐给大家 大品牌值得大家购买 继续光顾 赞赞赞
29	上衣 	七匹狼大品牌 尺码大小刚刚好 材质手感非常舒服 在寒冷匹狼加厚加绒上衣 裤舒服 很舒适 好像在太阳下 非常的温暖 好品牌 值得推荐给大家 大品牌值得大家购买 继续光顾 赞赞赞
30	大家 	七匹狼大品牌 尺码大小刚刚好 材质手感非常舒服 在寒冷匹狼加厚加绒上衣 裤舒服 很舒适 好像在太阳下 非常的温暖 好品牌 值得推荐给大家 大品牌值得大家购买 继续光顾 赞赞赞
30	值得大家	七匹狼大品牌 尺码大小刚刚好 材质手感非常舒服 在寒冷匹狼加厚加绒上衣 裤舒服 很舒适 好像在太阳下 非常的温暖 好品牌 值得推荐给大家 大品牌值得大家购买 继续光顾 赞赞赞
1	洗后缩水 买大一号	洗后会缩水 买大一号就好
18	一分货 	一分价格一分货 这个价格也只能这样的质量呢
0	太小 	差评 尺寸太小 我一个的人 斤 换了的尺寸还是小 都懒得再换了
2	行 没穿就	还行 还没穿就起毛球了
17	人士很有	我的身高体重  尺码大小 弹性大小 微弹力面料材质 舒适好东西必须评下 裤子版型好 对大腰人士很有好啊 而且有弹力 不会太硬 版型也很好 班尼路品质一直都不错
24	有弹力	我的身高体重  尺码大小 弹性大小 微弹力面料材质 舒适好东西必须评下 裤子版型好 对大腰人士很有好啊 而且有弹力 不会太硬 版型也很好 班尼路品质一直都不错
30	牌子 	国庆活动买的两条 喜欢班尼路这个牌子 质量很好 穿着舒服 有弹性
26	质量很好	国庆活动买的两条 喜欢班尼路这个牌子 质量很好 穿着舒服 有弹性
24	有弹性	国庆活动买的两条 喜欢班尼路这个牌子 质量很好 穿着舒服 有弹性
14	黑色吸毛 还有不	黑色的吸毛 还有不知道那一套掉毛
14	质量 	质量 建议大伙不要买 褪色起球还变长   商品
2	褪色起球	质量 建议大伙不要买 褪色起球还变长   商品
12	码子小	码子小了 洗洗就缩水 太差了
26	做工细节	尺码大小 穿上大小很合适做工细节 做工很精细保暖效果 天气冷了 穿上睡觉暖暖的
24	天气冷	尺码大小 穿上大小很合适做工细节 做工很精细保暖效果 天气冷了 穿上睡觉暖暖的
12	算 号偏小	还算可以 号偏小了点
35	物流快	物流快 宝贝很好 穿着舒服 很薄 自己喜欢的类型 值得购买
23	送货速度	送货速度非常快 东西不咋地
24	是弹性	是否舒适 是弹性大小 弹性很足上身效果 挺好看的 黑色的显细 蓝色的青春
24	弹性很足	是否舒适 是弹性大小 弹性很足上身效果 挺好看的 黑色的显细 蓝色的青春
26	质量很好	衣服已经收到了 一直只用开这个牌子的衣服 衣服材料质量很好是纯棉的 京东物流也不错 很快就收到了 值得推荐 做特价优惠买起来 价格比实体店便宜多了 以后还会在京东购买 把你录这个牌子不错 穿起来很舒服 款式简单大方
35	物流不错	衣服已经收到了 一直只用开这个牌子的衣服 衣服材料质量很好是纯棉的 京东物流也不错 很快就收到了 值得推荐 做特价优惠买起来 价格比实体店便宜多了 以后还会在京东购买 把你录这个牌子不错 穿起来很舒服 款式简单大方
30	做特价	衣服已经收到了 一直只用开这个牌子的衣服 衣服材料质量很好是纯棉的 京东物流也不错 很快就收到了 值得推荐 做特价优惠买起来 价格比实体店便宜多了 以后还会在京东购买 把你录这个牌子不错 穿起来很舒服 款式简单大方
30	实体店便宜	衣服已经收到了 一直只用开这个牌子的衣服 衣服材料质量很好是纯棉的 京东物流也不错 很快就收到了 值得推荐 做特价优惠买起来 价格比实体店便宜多了 以后还会在京东购买 把你录这个牌子不错 穿起来很舒服 款式简单大方
30	牌子不错	衣服已经收到了 一直只用开这个牌子的衣服 衣服材料质量很好是纯棉的 京东物流也不错 很快就收到了 值得推荐 做特价优惠买起来 价格比实体店便宜多了 以后还会在京东购买 把你录这个牌子不错 穿起来很舒服 款式简单大方
29	款式简单	衣服已经收到了 一直只用开这个牌子的衣服 衣服材料质量很好是纯棉的 京东物流也不错 很快就收到了 值得推荐 做特价优惠买起来 价格比实体店便宜多了 以后还会在京东购买 把你录这个牌子不错 穿起来很舒服 款式简单大方
17	不错很满意 不是	还不错很满意 不是很厚 贴身穿很舒服 有需要再来 五星好评 特别是不是紧口的表示很满意
26	质量很满意	质量很满意 特别要说 上次因为地址错误 京东客服很好 商家很好 退款非常及时 点赞
32	客服很好	质量很满意 特别要说 上次因为地址错误 京东客服很好 商家很好 退款非常及时 点赞
32	商家很好	质量很满意 特别要说 上次因为地址错误 京东客服很好 商家很好 退款非常及时 点赞
29	不错上衣	里面有加绒很暖和而且穿着非常舒服不显得臃肿也不会很紧绷但会给你修身的感觉感觉是不错的上衣圆领也是为了洗漱时方便不会沾到水穿着感觉非常不错个子较高比较瘦穿着也正好我觉得属实很不错了
29	圆领是	里面有加绒很暖和而且穿着非常舒服不显得臃肿也不会很紧绷但会给你修身的感觉感觉是不错的上衣圆领也是为了洗漱时方便不会沾到水穿着感觉非常不错个子较高比较瘦穿着也正好我觉得属实很不错了
17	不错个子	里面有加绒很暖和而且穿着非常舒服不显得臃肿也不会很紧绷但会给你修身的感觉感觉是不错的上衣圆领也是为了洗漱时方便不会沾到水穿着感觉非常不错个子较高比较瘦穿着也正好我觉得属实很不错了
3	老妈洗掉色	老妈说洗了掉色
24	衣服柔软舒适 看着	衣服柔软舒适 看着很薄 但是很重手 穿起来很舒服
26	质量很好	冬天就靠这个过来的 衣服质量很好 穿起来很柔 保暖效果好 尺码刚好 做工精致 手感柔软 保暖很好 还是比较薄的 透气一般 就是容易粘毛毛
27	手感柔软	冬天就靠这个过来的 衣服质量很好 穿起来很柔 保暖效果好 尺码刚好 做工精致 手感柔软 保暖很好 还是比较薄的 透气一般 就是容易粘毛毛
12	透气一般	冬天就靠这个过来的 衣服质量很好 穿起来很柔 保暖效果好 尺码刚好 做工精致 手感柔软 保暖很好 还是比较薄的 透气一般 就是容易粘毛毛
18	 看着是那样子	还可以 看着是那样子
27	手感很好	很好 合身 布料手感很好 等洗过穿穿试试 再来追评吧
30	是正品	加绒加厚的 身高 体重斤穿加大的正好 应该是正品七匹狼 质量很好  价格实惠 京东物流配送很快 次日达 第二天就有穿的了 不错
26	质量很好	加绒加厚的 身高 体重斤穿加大的正好 应该是正品七匹狼 质量很好  价格实惠 京东物流配送很快 次日达 第二天就有穿的了 不错
30	  价格	加绒加厚的 身高 体重斤穿加大的正好 应该是正品七匹狼 质量很好  价格实惠 京东物流配送很快 次日达 第二天就有穿的了 不错
35	物流配送很快 	加绒加厚的 身高 体重斤穿加大的正好 应该是正品七匹狼 质量很好  价格实惠 京东物流配送很快 次日达 第二天就有穿的了 不错
24	厚度刚好 	不错 穿着很舒服 南方冬天这厚度刚好 不喜欢加绒的
27	喜欢加绒	不错 穿着很舒服 南方冬天这厚度刚好 不喜欢加绒的
12	肚子大	尺码大小 还是合适 我肚子大 差不多合适 做工细节 非常棒 做工很厉害 材质手感 摸起来很舒服 看得出是很好的材料 保暖效果 还没穿 不过看起来就很热火 厚薄程度 不厚不薄 刚合适 透气效果 希望不要缩水
26	做工细节	尺码大小 还是合适 我肚子大 差不多合适 做工细节 非常棒 做工很厉害 材质手感 摸起来很舒服 看得出是很好的材料 保暖效果 还没穿 不过看起来就很热火 厚薄程度 不厚不薄 刚合适 透气效果 希望不要缩水
27	手感 	尺码大小 还是合适 我肚子大 差不多合适 做工细节 非常棒 做工很厉害 材质手感 摸起来很舒服 看得出是很好的材料 保暖效果 还没穿 不过看起来就很热火 厚薄程度 不厚不薄 刚合适 透气效果 希望不要缩水
12	厚薄程度	尺码大小 还是合适 我肚子大 差不多合适 做工细节 非常棒 做工很厉害 材质手感 摸起来很舒服 看得出是很好的材料 保暖效果 还没穿 不过看起来就很热火 厚薄程度 不厚不薄 刚合适 透气效果 希望不要缩水
27	手感 	材质手感 很舒服尺码大小 非常合适透气效果 非常好保暖效果 很舒服
24	合适透气	材质手感 很舒服尺码大小 非常合适透气效果 非常好保暖效果 很舒服
26	做工细节	穿着非常舒服做工细节 完美材质手感 很舒服
27	手感 	穿着非常舒服做工细节 完美材质手感 很舒服
15	面料柔软	不是纯棉的  不过面料柔软
2	起毛球很严重 	起毛球很严重 很严重
30	觉得质量	我觉得质量相当的好 这个保暖衣面料柔软 贴身穿没有不舒服的感觉 版型没得说 也没啥线头 跟卖家图片描述没差别 质感挺不错 图片描述没差别 质感挺不错 可以说是物美廉价 值得推荐 很愉快的一次购物
27	面料柔软	我觉得质量相当的好 这个保暖衣面料柔软 贴身穿没有不舒服的感觉 版型没得说 也没啥线头 跟卖家图片描述没差别 质感挺不错 图片描述没差别 质感挺不错 可以说是物美廉价 值得推荐 很愉快的一次购物
26	线头 	我觉得质量相当的好 这个保暖衣面料柔软 贴身穿没有不舒服的感觉 版型没得说 也没啥线头 跟卖家图片描述没差别 质感挺不错 图片描述没差别 质感挺不错 可以说是物美廉价 值得推荐 很愉快的一次购物
30	卖家描述	我觉得质量相当的好 这个保暖衣面料柔软 贴身穿没有不舒服的感觉 版型没得说 也没啥线头 跟卖家图片描述没差别 质感挺不错 图片描述没差别 质感挺不错 可以说是物美廉价 值得推荐 很愉快的一次购物
15	差别 质感	我觉得质量相当的好 这个保暖衣面料柔软 贴身穿没有不舒服的感觉 版型没得说 也没啥线头 跟卖家图片描述没差别 质感挺不错 图片描述没差别 质感挺不错 可以说是物美廉价 值得推荐 很愉快的一次购物
15	差别 质感	我觉得质量相当的好 这个保暖衣面料柔软 贴身穿没有不舒服的感觉 版型没得说 也没啥线头 跟卖家图片描述没差别 质感挺不错 图片描述没差别 质感挺不错 可以说是物美廉价 值得推荐 很愉快的一次购物
12	体重 	我的身高体重 身高 体重 尺码很合适 活动时候买的 一次买了三条 每个款式各一条 穿着舒服 推荐购买 京东值得推荐 以后买东西就选这
