24	柔软程度	产品材质 好尺码大小 标准柔软程度 柔软上身效果 非常好呵呵好吧
12	码是是	我买的四条材料是不错的但我一米七二我买的码是是的只有一条穿上比较合适其它三条都是比较小穿上太紧这码也是太不准了
14	挺合身就是掉毛	挺合身的就是掉毛凑合穿吧毕竟保暖重要 洗几次就好了吧 等有钱了买高档货
29	裤子太喜欢	裤子太喜欢了 颜色很正 价格也很合适的 性价比高 穿着很喜欢 特别好看 做工也不错 没有异味 值得推荐的一款赠品
30	价格很合适	裤子太喜欢了 颜色很正 价格也很合适的 性价比高 穿着很喜欢 特别好看 做工也不错 没有异味 值得推荐的一款赠品
30	性价比高	裤子太喜欢了 颜色很正 价格也很合适的 性价比高 穿着很喜欢 特别好看 做工也不错 没有异味 值得推荐的一款赠品
27	没有异味	裤子太喜欢了 颜色很正 价格也很合适的 性价比高 穿着很喜欢 特别好看 做工也不错 没有异味 值得推荐的一款赠品
18	价格就降	前天买的今天价格就降了
2	质量差	质量差的要死起球和抹布一样
2	要死起球	质量差的要死起球和抹布一样
26	质量很好	恒源祥的内裤质量很好穿起来舒适大小尺寸标准面料是全棉的易吸汗而且京东物流特别快
27	面料是	恒源祥的内裤质量很好穿起来舒适大小尺寸标准面料是全棉的易吸汗而且京东物流特别快
27	全棉易	恒源祥的内裤质量很好穿起来舒适大小尺寸标准面料是全棉的易吸汗而且京东物流特别快
35	物流特别快	恒源祥的内裤质量很好穿起来舒适大小尺寸标准面料是全棉的易吸汗而且京东物流特别快
35	速度快	发货速度快包装严实做工好料子柔软摸着很舒服
27	好料子	发货速度快包装严实做工好料子柔软摸着很舒服
23	忘记 这几天有事	忘记了 这几天有事耽搁了 衣服很好 值得拥有
2	面料做工	低档面料做工很细性价比很低
14	细性价比	低档面料做工很细性价比很低
0	扎全身	穿着不舒服如针扎全身
26	收到细节	收到了细节方面做的很好 设计的也很好看 没有任何瑕疵 有没有异味 比较适合运动穿 很满意
